ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,VP_Issue_Code,Research_Issue_Code,Proposal_Name
Banco Bilbao Vizcaya Argentaria.,2024-03-15 00:00:00,A,"US        ",10,0,2.6,P,Elect Enrique Casanueva Nárdiz,Appointment of Enrique Casanueva Nárdiz.,430390,4223082,2024-02-23 02:34:00,5100,5100,Elect Enrique Casanueva Nárdiz
Banco Bilbao Vizcaya Argentaria.,2024-03-15 00:00:00,A,"US        ",11,0,2.7,P,Elect Cristina de Parias Halcón,Appointment of Cristina de Parias Halcón.,430390,4223077,2024-02-23 02:34:00,5100,5100,Elect Cristina de Parias Halcón
YIT Oyj,2024-03-14 11:00:00,A,"FI        ",18,0,14,P,Election of Directors,"ELECTION OF THE CHAIRMAN, VICE CHAIRMAN AND MEMBERS OF THE BOARD OF           DIRECTORS: THE SHAREHOLDERS  NOMINATION BOARD PROPOSES THAT JYRI LUOMAKOSKI   BE ELECTED AS CHAIRMAN AND CASIMIR LINDHOLM AS VICE CHAIRMAN, SAMI LAINE AND  KERTTU TUOMAS BE RE-ELECTED AS MEMBERS AND LEENA VAINIOMAKI AND ANDERS        DAHLBLOM BE ELECTED AS NEW MEMBERS FOR A TERM OF OFFICE ENDING AT THE         CONCLUSION OF THE NEXT ANNUAL GENERAL MEETING FOLLOWING THEIR ELECTION. WITH  RESPECT TO THE ELECTION PROCEDURE OF THE MEMBERS OF THE BOARD OF DIRECTORS,   THE NOMINATION BOARD RECOMMENDS THAT THE SHAREHOLDERS TAKE A POSITION ON THE  PROPOSAL AS A WHOLE. IN PREPARING ITS PROPOSALS, THE NOMINATION BOARD, IN     ADDITION TO ENSURING THAT THE INDIVIDUAL NOMINEES FOR MEMBERSHIP OF THE BOARD OF DIRECTORS POSSESS THE REQUIRED COMPETENCES, HAS DETERMINED THAT THE        PROPOSED BOARD OF DIRECTORS AS A WHOLE ALSO HAS THE BEST POSSIBLE EXPERTISE   FOR THE COMPANY AND THAT THE COMPOSITION OF THE BOARD OF DIRECTORS MEETS ALL  OTHER REQUIREMENTS OF THE FINNISH CORPORATE GOVERNANCE CODE FOR LISTED        COMPANIES OF THE PRESENT MEMBERS OF THE BOARD, HARRI-PEKKA KAUKONEN, BARBARA  TOPOLSKA AND KEITH SILVERANG HAVE ANNOUNCED THAT THEY ARE NOT AVAILABLE FOR   RE-ELECTION TO THE BOARD OF DIRECTORS OF YIT CORPORATION FOR A NEW TERM. ALL  CANDIDATES HAVE CONSENTED TO BEING ELECTED AND ARE INDEPENDENT OF THE COMPANY AND OF ITS SIGNIFICANT SHAREHOLDERS WITH THE EXCEPTION OF ANDERS DAHLBLOM,    WHO IS DEPENDENT ON A SIGNIFICANT SHAREHOLDER OF THE COMPANY. ESSENTIAL       INFORMATION REGARDING THE PROPOSED MEMBERS, INCLUDING THE CVS AND ASSESSMENTS OF INDEPENDENCE, IS AVAILABLE ON THE COMPANY S WEBSITE AT                     WWW.YITGROUP.COM/AGM202",431550,4228368,2024-02-23 02:34:00,5101,5101,Election of Directors
YIT Oyj,2024-03-14 11:00:00,A,"FI        ",19,0,15,P,Appointment of Auditor; Appointment of Auditor for Sustainability Reporting,"ELECTION OF THE AUDITOR: IT IS NOTED THAT THE ANNUAL GENERAL MEETING HELD ON  16 MARCH 2023 RESOLVED ON THE ELECTION OF THE AUDITOR AND ON THE REMUNERATION OF THE AUDITOR FOR THE FINANCIAL YEARS 2023 AND 2024. ERNST & YOUNG OY,       AUTHORISED PUBLIC ACCOUNTANTS, WAS ELECTED AS THE AUDITOR FOR THE FINANCIAL   YEAR 2024, WITH MIKKO RYTILAHTI, APA, SERVING AS THE CHIEF AUDITOR. IT WAS    ALSO RESOLVED THAT THE AUDITOR S FEE WAS TO BE PAID ACCORDING TO THEIR        INVOICE APPROVED BY THE COMPANY. IT IS FURTHER NOTED THAT IN ACCORDANCE WITH  THE TRANSITIONAL PROVISION OF THE ACT AMENDING THE LIMITED LIABILITY          COMPANIES ACT (1252/2023), ERNST & YOUNG OY, ELECTED AS THE AUDITOR FOR THE   FINANCIAL YEAR 2024, WILL ALSO ACT AS THE COMPANY S SUSTAINABILITY PARTNER    FOR THE FINANCIAL YEAR 2024. THE SUSTAINABILITY PARTNER S FEE WILL BE PAID    ACCORDING TO THEIR INVOICE APPROVED BY THE COMPANY",431550,4228369,2024-02-23 02:34:00,5200,5200,Appointment of Auditor; Appointment of Auditor for Sustainability Reporting
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",14,0,S.14,P,Amendments to Article 12 (Management Board),AMEND ARTICLE 12,420063,4224709,2024-02-23 02:34:00,6180,6180,Amendments to Article 12 (Management Board)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",38,0,A.411,P,Elect Octavio de Lazari Junior,ELECT OCTAVIO DE LAZARI JUNIOR AS DIRECTOR,420063,4224675,2024-02-23 02:34:00,5100,5100,Elect Octavio de Lazari Junior
Kortek Corporation,2024-03-26 09:00:00,A,"KR        ",5,0,3,P,Election of Corporate Auditor,ELECTION OF EXECUTIVE AUDITOR PARK EON KYONG,428743,4229539,2024-02-23 02:34:00,5105,5105,Election of Corporate Auditor
Universe The CMI Global Network Fund SICAV - Japan,2024-02-29 14:30:00,A,"LU        ",9,0,7,P,Transaction of Other Business,MISCELLANEOUS,441011,4231612,2024-02-23 02:34:00,6393,6393,Transaction of Other Business
Shinsegae International,2024-03-20 10:00:00,A,"KR        ",1,0,1,P,"Financial Statements and Allocation of Profits/Dividends
",APPROVAL OF FINANCIAL STATEMENTS,425227,4229420,2024-02-23 02:34:00,5031,5031,"Financial Statements and Allocation of Profits/Dividends
"
Jazeera Airways Co. K.S.C,2024-03-20 11:00:00,A,"KW        ",11,0,11,P,Authority to Repurchase and Reissue Shares,AUTHORIZE SHARE REPURCHASE PROGRAM OF UP TO 10 PERCENT OF ISSUED SHARE        CAPITAL,434335,4230541,2024-02-23 02:34:00,5896,5896,Authority to Repurchase and Reissue Shares
Banco Bilbao Vizcaya Argentaria.,2024-03-15 00:00:00,A,"US        ",2,0,1.2,P,Report on Non-Financial Information,"Approval of the non-financial information report of Banco Bilbao Vizcaya Argentaria, S.A. and that of its consolidated Group for the financial year ended 31 December 2023.",430390,4223073,2024-02-23 02:34:00,5032,5032,Report on Non-Financial Information
Medigus Ltd.,2024-03-06 00:00:00,S,"US        ",1,0,1.,P,Company Name Change,"Approval of amendments to the articles of association and memorandum of association of the company, implementing the change of name of the company from  Medigus Ltd.  to  Xylo Technologies Ltd  or any other similar name which will be approved by the Israeli Registrar of Companies.",440863,4231429,2024-02-23 02:34:00,6180,6180,Company Name Change
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",8,0,S.8,P,Amendments to Article 9 f (Board Duties),AMEND ARTICLE 9 RE: LETTER F,420063,4224703,2024-02-23 02:34:00,6180,6180,Amendments to Article 9 f (Board Duties)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",19,0,S.19,P,"Amendments to Article 13, Paragraph 4 (Management Board Duties)",AMEND ARTICLE 13 RE: REMOVE PARAGRAPH 4,420063,4224714,2024-02-23 02:34:00,6180,6180,"Amendments to Article 13, Paragraph 4 (Management Board Duties)"
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",27,0,A.3,P,Board Size,FIX NUMBER OF DIRECTORS AT 11,420063,4224662,2024-02-23 02:34:00,5170,5170,Board Size
Samsung Biologics Co Ltd,2024-03-15 09:00:00,A,"KR        ",4,0,3,P,ELECTION OF AUDIT COMMITTEE MEMBER: SEO SEUNG HWAN,ELECTION OF AUDIT COMMITTEE MEMBER: SEO SEUNG HWAN,425141,4230337,2024-02-23 02:34:00,5130,5130,Election of Audit Committee Member: SEO Seung Hwan
Jazeera Airways Co. K.S.C,2024-03-20 11:00:00,A,"KW        ",16,0,16,P,Appointment of Auditor and Authority to Set Fees,APPOINT OR REAPPOINT OF AUDITORS AND AUTHORIZE BOARD TO FIX THEIR             REMUNERATION FOR THE FISCAL YEAR ENDING 31/12/2024,434335,4230546,2024-02-23 02:34:00,5220,5220,Appointment of Auditor and Authority to Set Fees
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",4,0,4.1,P,Corporate Governance Report,APPROVE CORPORATE GOVERNANCE REPORT INCLUDING REMUNERATION SCHEDULE FOR BOARD MEMBERS AND EXECUTIVE MANAGEMENT FOR THE FISCAL YEAR ENDED 31/12/2023,434315,4230655,2024-02-23 02:34:00,5032,5032,Corporate Governance Report
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",8,0,7,P,Allocation of Profits to Voluntary Reserves,"APPROVE TRANSFER TO OPTIONAL RESERVE OF KWD 445,823",434315,4230619,2024-02-23 02:34:00,5000,5000,Allocation of Profits to Voluntary Reserves
Fujian Longking Co. Ltd.,2024-03-08 14:30:00,S,"CN        ",1,0,1,P,AMENDMENTS TO THE MANAGEMENT RULES FOR THE EMPLOYEE STOCK OWNERSHIP PLAN,AMENDMENTS TO THE MANAGEMENT RULES FOR THE EMPLOYEE STOCK OWNERSHIP PLAN,440930,4231550,2024-02-23 02:34:00,6193,6193,Amendments to the Management Rules for the Employee Stock Ownership Plan
Kuwait Finance House,2024-03-18 13:00:00,O,"KW        ",7,0,7,P,Interim Dividend,APPROVE THE SECOND PORTION OF DIVIDEND OF KWD 0.010 PER SHARE FOR THE FISCAL  YEAR ENDED 31/12/2023,434307,4230998,2024-02-23 02:34:00,5000,5000,Interim Dividend
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",7,0,S.7,P,Amendments to Article 8 (Board Meetings),AMEND ARTICLE 8,420063,4224702,2024-02-23 02:34:00,6180,6180,Amendments to Article 8 (Board Meetings)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",21,0,S.21,P,Amendments to Article 15 (Management Board Meetings),AMEND ARTICLE 15,420063,4224716,2024-02-23 02:34:00,6180,6180,Amendments to Article 15 (Management Board Meetings)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",29,0,A.4.2,P,Elect Alexandre da Silva Glüher,ELECT ALEXANDRE DA SILVA GLUHER AS DIRECTOR,420063,4224666,2024-02-23 02:34:00,5100,5100,Elect Alexandre da Silva Glüher
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",32,0,A.4.5,P,Elect Maurício Machado de Minas,ELECT MAURICIO MACHADO DE MINAS AS DIRECTOR,420063,4224669,2024-02-23 02:34:00,5100,5100,Elect Maurício Machado de Minas
Shinsegae Co,2024-03-21 09:00:00,A,"KR        ",3,0,3.1,P,Elect PARK Ju Hyeong,ELECTION OF INSIDE DIRECTOR CANDIDATES: BAK JU HYEONG,425264,4229781,2024-02-23 02:34:00,5100,5100,Elect PARK Ju Hyeong
Shinsegae Co,2024-03-21 09:00:00,A,"KR        ",4,0,3.2,P,Elect HEO Byung Hoon,ELECTION OF INSIDE DIRECTOR CANDIDATES: HEO BYEONG HUN,425264,4229782,2024-02-23 02:34:00,5100,5100,Elect HEO Byung Hoon
KG Mobility,2024-03-26 09:00:00,A,"KR        ",2,0,2,P,Elect PARK Soon Ae,ELECTION OF OUTSIDE DIRECTOR,426329,4229683,2024-02-23 02:34:00,5100,5100,Elect PARK Soon Ae
China Everbright Bank Co,2024-03-07 09:30:00,S,"CN        ",2,0,2,P,Elect QI Ye,ELECTION OF QI YE AS AN EXECUTIVE DIRECTOR,440662,4231285,2024-02-23 02:34:00,5100,5100,Elect QI Ye
Talenom Plc,2024-03-14 10:00:00,A,"FI        ",13,0,10,P,Remuneration Report and Approval of Remuneration Policy,APPROVE REMUNERATION REPORT (ADVISORY VOTE); APPROVE REMUNERATION POLICY AND  OTHER TERMS OF EMPLOYMENT FOR EXECUTIVE MANAGEMENT,431549,4231822,2024-02-23 02:34:00,5605,5605,Remuneration Report and Approval of Remuneration Policy
Talenom Plc,2024-03-14 10:00:00,A,"FI        ",20,0,17,P,Authority to Issue Shares w/ or w/o Preemptive Rights,APPROVE ISSUANCE OF UP TO 2.2 MILLION SHARES WITHOUT PREEMPTIVE RIGHTS,431549,4231485,2024-02-23 02:34:00,5804,5804,Authority to Issue Shares w/ or w/o Preemptive Rights
Shenzhen Everwin Precision Technology Co. Ltd,2024-03-08 15:30:00,S,"CN        ",2,0,2,P,Authority to Give Guarantees,THE EXTENDED GUARANTEE PROVIDED FOR THE ABOVE CONTROLLED SUBSIDIARY AFTER THE EQUITY TRANSFER OF IT AND WAIVER OF THE PREEMPTIVE RIGHTS FOR CAPITAL         INCREASE IN IT CONSTITUTES A CONNECTED GUARANTEE,437832,4222811,2024-02-23 02:34:00,5960,5960,Authority to Give Guarantees
Jazeera Airways Co. K.S.C,2024-03-20 11:00:00,A,"KW        ",3,0,3,P,Corporate Governance and Remuneration Report; Audit Committee Report,APPROVE CORPORATE GOVERNANCE AND REMUNERATION REPORT AND AUDIT COMMITTEE      REPORT FOR THE FISCAL YEAR ENDED 31/12/2023,434335,4230533,2024-02-23 02:34:00,5032,5032,Corporate Governance and Remuneration Report; Audit Committee Report
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",6,0,5,P,Presentation of Report on Penalties,APPROVE SPECIAL REPORT ON PENALTIES AND VIOLATIONS FOR THE FISCAL YEAR ENDED  31/12/2023,434315,4230617,2024-02-23 02:34:00,5759,5759,Presentation of Report on Penalties
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",13,0,12,P,Authority to Issue Bonds,AUTHORIZE ISSUANCE OF BONDS AND AUTHORIZE BOARD TO SET TERMS OF ISSUANCE,434315,4230650,2024-02-23 02:34:00,5900,5900,Authority to Issue Bonds
Fujian Longking Co. Ltd.,2024-03-08 14:30:00,S,"CN        ",3,0,3,P,CONNECTED GUARANTEE FOR A JOINT VENTURE,CONNECTED GUARANTEE FOR A JOINT VENTURE,440930,4231552,2024-02-23 02:34:00,5960,5960,Connected Guarantee for a Joint Venture
YIT Oyj,2024-03-14 11:00:00,A,"FI        ",15,0,11,P,Remuneration Policy,PRESENTATION AND ADOPTION OF THE REMUNERATION POLICY FOR THE COMPANY S        GOVERNING BODIES,431550,4228198,2024-02-23 02:34:00,5605,5605,Remuneration Policy
YIT Oyj,2024-03-14 11:00:00,A,"FI        ",16,0,12,P,Directors' Fees,"RESOLUTION ON THE REMUNERATION OF THE CHAIRMAN, VICE CHAIRMAN AND MEMBERS OF  THE BOARD OF DIRECTORS AND THE REMUNERATION OF THE NOMINATION BOARD",431550,4228366,2024-02-23 02:34:00,5505,5505,Directors' Fees
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",26,0,A.2,P,Allocation of Profits/Dividends,APPROVE ALLOCATION OF INCOME AND DIVIDENDS,420063,4224661,2024-02-23 02:34:00,5000,5000,Allocation of Profits/Dividends
Kuwait Finance House,2024-03-18 13:30:00,S,"KW        ",2,0,2,P,Amendments to Articles and Memorandum (Capital Increase),AMEND ARTICLES 9 OF MEMORANDUM OF ASSOCIATION AND ARTICLE 5 OF ARTICLES OF    ASSOCIATION TO REFLECT CHANGES IN CAPITAL,434307,4231013,2024-02-23 02:34:00,6180,6180,Amendments to Articles and Memorandum (Capital Increase)
Soochow Securites Co. Ltd,2024-03-07 14:00:00,S,"CN        ",1,0,1,P,Cancellation of Repurchased A-Shares and Decrease of the Company's Registered Capital,CANCELLATION OF REPURCHASED A-SHARES AND DECREASE OF THE COMPANY S REGISTERED CAPITAL,440953,4231547,2024-02-23 02:34:00,6395,6395,Cancellation of Repurchased A-Shares and Decrease of the Company's Registered Capital
Chongqing Three Gorges Water Conservancy & Electric Power Co. Ltd.,2024-03-08 14:00:00,S,"CN        ",4,0,4,P,Issuance of Debt Instrument,ISSUANCE OF DEBT FINANCING INSTRUMENTS,440945,4231826,2024-02-23 02:34:00,5900,5900,Issuance of Debt Instrument
Southwest Securities Co Ltd,2024-03-08 14:30:00,S,"CN        ",2,0,2,P,2024 PROPRIETARY INVESTMENT QUOTA,2024 PROPRIETARY INVESTMENT QUOTA,440938,4231831,2024-02-23 02:34:00,6395,6395,2024 Proprietary Investment Quota
Air Arabia,2024-03-15 11:00:00,A,"AE        ",2,0,2,P,Auditor's Report,APPROVE AUDITORS  REPORT ON COMPANY FINANCIAL STATEMENTS FOR FY 2023,435319,4230554,2024-02-23 02:34:00,5030,5030,Auditor's Report
Polar Capital Global Financials Trust Plc,2024-04-18 14:00:00,A,"GB        ",10,0,10,P,Authority to Issue Shares w/ Preemptive Rights,TO AUTHORISE THE DIRECTORS TO ALLOT ORDINARY SHARES,439825,4229659,2024-02-23 02:34:00,5800,5800,Authority to Issue Shares w/ Preemptive Rights
Polar Capital Global Financials Trust Plc,2024-04-18 14:00:00,A,"GB        ",12,0,12,P,Authority to Repurchase Shares,TO AUTHORISE THE COMPANY TO BUY BACK ITS OWN ORDINARY SHARES,439825,4229661,2024-02-23 02:34:00,5838,5838,Authority to Repurchase Shares
Deutsche Global Liquidity Series PLC - Managed Europe,2024-03-14 10:00:00,A,"IE        ",3,0,1,P,Appointment of Auditor,TO CONSIDER THE RE-APPOINTMENT OF THE STATUTORY AUDITORS,440870,4231499,2024-02-23 02:34:00,5200,5200,Appointment of Auditor
DWS Deutsche Global Liquidity Series Plc,2024-03-14 10:00:00,A,"IE        ",3,0,1,P,Appointment of Auditor,TO CONSIDER THE RE-APPOINTMENT OF THE STATUTORY AUDITORS,440870,4231499,2024-02-23 02:34:00,5200,5200,Appointment of Auditor
Jazeera Airways Co. K.S.C,2024-03-20 11:00:00,A,"KW        ",1,0,1,P,Directors' Report,APPROVE BOARD REPORT ON COMPANY OPERATIONS FOR THE FISCAL YEAR ENDED          31/12/2023,434335,4230531,2024-02-23 02:34:00,5032,5032,Directors' Report
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",5,0,4.2,P,Audit Committee Report,APPROVE AUDIT COMMITTEE REPORT FOR THE FISCAL YEAR ENDED 31/12/2023,434315,4230656,2024-02-23 02:34:00,5032,5032,Audit Committee Report
Kuwait Financial Centre,2024-03-19 11:00:00,A,"KW        ",9,0,8,P,Charitable Donations,APPROVE TRANSFER OF 1 PERCENT OF NET INCOME TO KUWAIT FOUNDATION FOR THE      ADVANCEMENT OF SCIENCE,434315,4230620,2024-02-23 02:34:00,6310,6310,Charitable Donations
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",12,0,S.12,P,Amendments to Article 9 t (Board Duties),AMEND ARTICLE 9 RE: ADD LETTER T,420063,4224707,2024-02-23 02:34:00,6180,6180,Amendments to Article 9 t (Board Duties)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",43,0,A.8,P,Supervisory Council Fees,APPROVE REMUNERATION OF FISCAL COUNCIL MEMBERS,420063,4224692,2024-02-23 02:34:00,5520,5520,Supervisory Council Fees
Talenom Plc,2024-03-14 10:00:00,A,"FI        ",14,0,11,P,Directors' Fees,"APPROVE MONTHLY REMUNERATION OF DIRECTORS IN THE AMOUNT OF EUR 6,000 FOR      CHAIRMAN AND EUR 2,200 FOR OTHER DIRECTORS; APPROVE REIMBURSEMENT OF TRAVEL   EXPENSES",431549,4231479,2024-02-23 02:34:00,5505,5505,Directors' Fees
Air Arabia,2024-03-15 11:00:00,A,"AE        ",5,0,5,P,Directors' Fees,APPROVE REMUNERATION OF DIRECTORS FOR FY 2023,435319,4230557,2024-02-23 02:34:00,5500,5500,Directors' Fees
Air Arabia,2024-03-15 11:00:00,A,"AE        ",6,0,6,P,Ratification of Board Acts,APPROVE DISCHARGE OF DIRECTORS FOR FY 2023,435319,4230558,2024-02-23 02:34:00,5700,5700,Ratification of Board Acts
Hanwha Ocean,2024-03-21 10:00:00,A,"KR        ",4,0,4,P,Directors' Fees,APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,425215,4229789,2024-02-23 02:34:00,5500,5500,Directors' Fees
Shinsegae International,2024-03-20 10:00:00,A,"KR        ",2,0,2,P,Amendments to Articles,AMENDMENT OF ARTICLES OF INCORPORTION,425227,4229421,2024-02-23 02:34:00,6180,6180,Amendments to Articles
Jazeera Airways Co. K.S.C,2024-03-20 11:00:00,A,"KW        ",12,0,12,P,Authority to Issue Bonds,AUTHORIZE ISSUANCE OF ALL TYPE OF BONDS AND AUTHORIZE BOARD TO ASSIGN A       DELEGATE TO EXECUTE AND TAKE ALL THE NECESSARY ACTIONS FOR THE APPROVED       RESOLUTION,434335,4230542,2024-02-23 02:34:00,5900,5900,Authority to Issue Bonds
Kuwait Finance House,2024-03-18 13:00:00,O,"KW        ",17,0,17,P,Appointment of Sharia Auditor and Authority to Set Fees,APPOINT OR REAPPOINT EXTERNAL SHARIAH AUDITORS AND AUTHORIZE BOARD TO FIX     THEIR REMUNERATION FOR THE FISCAL YEAR ENDING 31/12/2024,434307,4231008,2024-02-23 02:34:00,5220,5220,Appointment of Sharia Auditor and Authority to Set Fees
Kuwait Finance House,2024-03-18 13:00:00,O,"KW        ",18,0,18,P,Authority to Pay Interim Dividends,AUTHORIZE BOARD TO DISTRIBUTE SEMI ANNUAL DIVIDENDS FOR FY 2024,434307,4231009,2024-02-23 02:34:00,5000,5000,Authority to Pay Interim Dividends
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",10,0,S.10,P,Amendments to Article 9 j (Board Duties),AMEND ARTICLE 9 RE: ADD LETTER J,420063,4224705,2024-02-23 02:34:00,6180,6180,Amendments to Article 9 j (Board Duties)
Banco Bradesco S.A.,2024-03-11 16:00:00,Z,"BR        ",34,0,A.4.7,P,Elect Walter Luis Bernardes Albertoni,ELECT WALTER LUIS BERNARDES ALBERTONI AS INDEPENDENT DIRECTOR,420063,4224671,2024-02-23 02:34:00,5100,5100,Elect Walter Luis Bernardes Albertoni
Orion Holdings,2024-03-21 11:00:00,A,"KR        ",4,0,3.2,P,Elect KIM Young Ki,ELECTION OF OUTSIDE DIRECTOR: KIM YOUNG KI,425262,4229694,2024-02-23 02:34:00,5100,5100,Elect KIM Young Ki
Chongqing Three Gorges Water Conservancy & Electric Power Co. Ltd.,2024-03-08 14:00:00,S,"CN        ",1,0,1,P,Amendments to the Management Measures on Performance Appraisal and Remuneration for Senior Management,AMENDMENTS TO THE MANAGEMENT MEASURES ON PERFORMANCE APPRAISAL AND            REMUNERATION FOR SENIOR MANAGEMENT,440945,4231823,2024-02-23 02:34:00,6193,6193,Amendments to the Management Measures on Performance Appraisal and Remuneration for Senior Management
Hanjin Kal Corp,2024-03-21 09:00:00,A,"KR        ",4,0,3.1,P,Election of Audit Committee Member: PARK Young Seog,ELECTION OF AUDIT COMMITTEE MEMBER WHO IS AN OUTSIDE DIRECTOR: BAK YEONG SEOK,425217,4229667,2024-02-23 02:34:00,5130,5130,Election of Audit Committee Member: PARK Young Seog
Talenom Plc,2024-03-14 10:00:00,A,"FI        ",15,0,12,P,Board Size,FIX NUMBER OF DIRECTORS AT SEVEN,431549,4231480,2024-02-23 02:34:00,5170,5170,Board Size
Amlak Finance,2024-03-18 13:00:00,A,"AE        ",3,0,2,P,Authorisation of Legal Formalities,AUTHORIZE BOARD TO TAKE ALL THE NECESSARY ACTIONS AND PROCEDURES TO EFFECT    THE APPROVED RESOLUTION,440913,4231614,2024-02-23 02:34:00,5750,5750,Authorisation of Legal Formalities
Polar Capital Global Financials Trust Plc,2024-04-18 14:00:00,A,"GB        ",4,0,4,P,Elect Cecilia McAnulty,TO RE-ELECT CECILIA MCANULTY AS A DIRECTOR OF THE COMPANY,439825,4229653,2024-02-23 02:34:00,5100,5100,Elect Cecilia McAnulty
Polar Capital Global Financials Trust Plc,2024-04-18 14:00:00,A,"GB        ",9,0,9,P,Authority to Set Auditor's Fees,TO AUTHORISE THE DIRECTORS TO DETERMINE THE REMUNERATION OF THE AUDITORS,439825,4229658,2024-02-23 02:34:00,5230,5230,Authority to Set Auditor's Fees
Universe The CMI Global Network Fund SICAV - Japan,2024-02-29 14:30:00,A,"LU        ",6,0,4.B,P,Appointment of Auditor,STATUTORY APPOINTMENTS: RENEWAL OF THE APPOINTMENT OF DELOITTE AUDIT AS       INDEPENDENT AUDITOR OF THE COMPANY UNTIL NEXT ANNUAL GENERAL MEETING OF THE   SHAREHOLDERS,441011,4231609,2024-02-23 02:34:00,5200,5200,Appointment of Auditor
Kuwait Finance House,2024-03-18 13:00:00,O,"KW        ",16,0,16,P,Appoint Sharia Supervisory Board and Authority to Set Fees,ELECT OR REELECT FATWA AND SHARIAH SUPERVISORY BOARD MEMBERS AND AUTHORIZE    BOARD TO FIX THEIR REMUNERATION FOR THE FISCAL YEAR ENDING 31/12/2024,434307,4231007,2024-02-23 02:34:00,5136,5136,Appoint Sharia Supervisory Board and Authority to Set Fees
