ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,ISSUE_CODE
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,3,0,2.1,P,ELECTION OF DIRECTOR: THOMAS ULLRICH,ELECTION OF DIRECTOR: THOMAS ULLRICH,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,4,0,2.2,P,ELECTION OF DIRECTOR: JESSIE LIU-ERNSTING,ELECTION OF DIRECTOR: JESSIE LIU-ERNSTING,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,5,0,2.3,P,ELECTION OF DIRECTOR: JEFFREY R. WILSON,ELECTION OF DIRECTOR: JEFFREY R. WILSON,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,6,0,2.4,P,ELECTION OF DIRECTOR: GARY O CONNOR,ELECTION OF DIRECTOR: GARY O CONNOR,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,7,0,2.5,P,ELECTION OF DIRECTOR: MARK J. PRYOR,ELECTION OF DIRECTOR: MARK J. PRYOR,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,8,0,3,P,APPOINTMENT OF MNP LLP AS AUDITORS OF THE COMPANY FOR THE ENSUING YEAR AND    AUTHORIZING THE DIRECTORS TO FIX THEIR REMUNERATION,APPOINTMENT OF MNP LLP AS AUDITORS OF THE COMPANY FOR THE ENSUING YEAR AND    AUTHORIZING THE DIRECTORS TO FIX THEIR REMUNERATION,NULL,NULL,3/4/2024 8:19,NULL
Aston Bay Holdings Ltd,3/28/2024 11:00,A,CA        ,9,0,4,P,"TO GIVE ANNUAL APPROVAL TO THE COMPANY S STOCK OPTION PLAN, THE DETAILS OF    WHICH ARE SET OUT IN THE COMPANY S MANAGEMENT INFORMATION CIRCULAR DATED      FEBRUARY 16, 2024","TO GIVE ANNUAL APPROVAL TO THE COMPANY S STOCK OPTION PLAN, THE DETAILS OF    WHICH ARE SET OUT IN THE COMPANY S MANAGEMENT INFORMATION CIRCULAR DATED      FEBRUARY 16, 2024",NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,2,0,1,P,TO SET THE NUMBER OF DIRECTORS AT FOUR (4),TO SET THE NUMBER OF DIRECTORS AT FOUR (4),NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,3,0,2.1,P,ELECTION OF DIRECTOR: BRUCE COUNTS,ELECTION OF DIRECTOR: BRUCE COUNTS,NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,4,0,2.2,P,ELECTION OF DIRECTOR: JOANNE PRICE,ELECTION OF DIRECTOR: JOANNE PRICE,NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,5,0,2.3,P,ELECTION OF DIRECTOR: LON SHAVER,ELECTION OF DIRECTOR: LON SHAVER,NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,6,0,2.4,P,ELECTION OF DIRECTOR: MICHAEL SWEATMAN,ELECTION OF DIRECTOR: MICHAEL SWEATMAN,NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,7,0,3,P,"APPOINTMENT OF MANNING ELLIOTT, LLP AS AUDITORS OF THE COMPANY FOR THE        ENSUING YEAR AND AUTHORIZING THE DIRECTORS TO FIX THEIR REMUNERATION","APPOINTMENT OF MANNING ELLIOTT, LLP AS AUDITORS OF THE COMPANY FOR THE        ENSUING YEAR AND AUTHORIZING THE DIRECTORS TO FIX THEIR REMUNERATION",NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,8,0,4,P,"TO APPROVE THE AMENDMENT OF THE COMPANY S STOCK OPTION PLAN, AS DESCRIBED IN  THE INFORMATION CIRCULAR THAT ACCOMPANIES THIS NOTICE UNDER THE SECTION         APPROVAL OF AMENDED PLAN","TO APPROVE THE AMENDMENT OF THE COMPANY S STOCK OPTION PLAN, AS DESCRIBED IN  THE INFORMATION CIRCULAR THAT ACCOMPANIES THIS NOTICE UNDER THE SECTION         APPROVAL OF AMENDED PLAN",NULL,NULL,3/4/2024 8:19,NULL
Storm Exploration Inc.,3/27/2024 11:00,A,CA        ,10,0,5,P,TO APPROVE THE OPTION GRANTS DETAILED IN THE INFORMATION CIRCULAR THAT        ACCOMPANIES THIS NOTICE UNDER THE SECTION   RATIFICATION OF GRANT OF STOCK    OPTIONS,TO APPROVE THE OPTION GRANTS DETAILED IN THE INFORMATION CIRCULAR THAT        ACCOMPANIES THIS NOTICE UNDER THE SECTION   RATIFICATION OF GRANT OF STOCK    OPTIONS,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,1,0,1,P,APPROVAL OF THE COMPANY S ANNUAL REPORT FOR THE FINANCIAL YEAR OF 2023,APPROVAL OF THE COMPANY S ANNUAL REPORT FOR THE FINANCIAL YEAR OF 2023,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,2,0,2,P,DETERMINATION OF THE APPROPRIATION OF THE COMPANY S NET PROFIT EARNED IN THE  FINANCIAL YEAR OF 2023,DETERMINATION OF THE APPROPRIATION OF THE COMPANY S NET PROFIT EARNED IN THE  FINANCIAL YEAR OF 2023,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,3,0,3,P,APPROVAL OF THE COMPANY SHARES BUYBACK (SHARE BUYBACK) AND TRANSFER OF        BUYBACK SHARES PROCEEDS FOR THE DISTRIBUTION OF VARIABLE REMUNERATION,APPROVAL OF THE COMPANY SHARES BUYBACK (SHARE BUYBACK) AND TRANSFER OF        BUYBACK SHARES PROCEEDS FOR THE DISTRIBUTION OF VARIABLE REMUNERATION,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,4,0,4,P,THE AMENDMENT TO THE ARTICLES OF ASSOCIATION OF THE COMPANY,THE AMENDMENT TO THE ARTICLES OF ASSOCIATION OF THE COMPANY,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,5,0,5,P,CHANGES OF THE COMPANY S BOARD ALONG WITH THE DETERMINATION OF ITS            REMUNERATION,CHANGES OF THE COMPANY S BOARD ALONG WITH THE DETERMINATION OF ITS            REMUNERATION,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,6,0,6,P,APPOINTMENT OF PUBLIC ACCOUNTANT AND PUBLIC ACCOUNTING FIRM FOR THE FINANCIAL YEAR OF 2024,APPOINTMENT OF PUBLIC ACCOUNTANT AND PUBLIC ACCOUNTING FIRM FOR THE FINANCIAL YEAR OF 2024,NULL,NULL,3/4/2024 8:19,NULL
Bank Ocbc Nisp Tbk PT,3/18/2024 10:00,A,ID        ,7,0,7,P,APPROVAL OF THE ACQUISITION OF SHARES IN PT BANK COMMONWEALTH BY THE COMPANY,APPROVAL OF THE ACQUISITION OF SHARES IN PT BANK COMMONWEALTH BY THE COMPANY,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,3,0,1,P,"REPORT ON BUSINESS RESULTS IN 2023 AND BUSINESS PLAN IN 2024, REPORT BY THE   BOARD OF GENERAL DIRECTORS","REPORT ON BUSINESS RESULTS IN 2023 AND BUSINESS PLAN IN 2024, REPORT BY THE   BOARD OF GENERAL DIRECTORS",NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,4,0,2,P,REPORT ON ACTIVITIES OF THE BOARD OF DIRECTORS IN 2023,REPORT ON ACTIVITIES OF THE BOARD OF DIRECTORS IN 2023,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,5,0,3,P,REPORT OF THE SUPERVISORY BOARD ON ACTIVITIES IN 2023,REPORT OF THE SUPERVISORY BOARD ON ACTIVITIES IN 2023,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,6,0,4,P,AUDITED 2023 FINANCIAL STATEMENTS,AUDITED 2023 FINANCIAL STATEMENTS,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,7,0,5,P,PROPOSAL ON FUND APPROPRIATION AND DIVIDEND PAYMENT IN 2023,PROPOSAL ON FUND APPROPRIATION AND DIVIDEND PAYMENT IN 2023,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,8,0,6,P,PROPOSAL FOR SETTING UP THE BOARD OF DIRECTORS BONUS FUND IN 2024,PROPOSAL FOR SETTING UP THE BOARD OF DIRECTORS BONUS FUND IN 2024,NULL,NULL,3/4/2024 8:19,NULL
Cuchi Commercial & Industrial Developing Investment Jsc,3/29/2024 10:00,A,VN        ,9,0,7,P,PROPOSAL ON AUTHORIZING THE BOARD OF DIRECTORS TO SELECT AN INDEPENDENT       AUDITING COMPANY IN 2024,PROPOSAL ON AUTHORIZING THE BOARD OF DIRECTORS TO SELECT AN INDEPENDENT       AUDITING COMPANY IN 2024,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,2,0,1,P,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,3,0,2,P,APPROVE NON-FINANCIAL REPORT,APPROVE NON-FINANCIAL REPORT,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,4,0,3,P,APPROVE REMUNERATION REPORT,APPROVE REMUNERATION REPORT,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,5,0,4,P,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF CHF 68.00 PER SHARE,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF CHF 68.00 PER SHARE,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,6,0,5,P,APPROVE DISCHARGE OF BOARD OF DIRECTORS,APPROVE DISCHARGE OF BOARD OF DIRECTORS,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,7,0,6.1.1,P,REELECT VICTOR BALLI AS DIRECTOR,REELECT VICTOR BALLI AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,8,0,6.1.2,P,REELECT INGRID DELTENRE AS DIRECTOR,REELECT INGRID DELTENRE AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,9,0,6.1.3,P,REELECT OLIVIER FILLIOL AS DIRECTOR,REELECT OLIVIER FILLIOL AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,10,0,6.1.4,P,REELECT SOPHIE GASPERMENT AS DIRECTOR,REELECT SOPHIE GASPERMENT AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,11,0,6.1.5,P,REELECT CALVIN GRIEDER AS DIRECTOR AND BOARD CHAIR,REELECT CALVIN GRIEDER AS DIRECTOR AND BOARD CHAIR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,12,0,6.1.6,P,REELECT ROBERTO GUIDETTI AS DIRECTOR,REELECT ROBERTO GUIDETTI AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,13,0,6.1.7,P,REELECT TOM KNUTZEN AS DIRECTOR,REELECT TOM KNUTZEN AS DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,14,0,6.2.1,P,REAPPOINT VICTOR BALLI AS MEMBER OF THE COMPENSATION COMMITTEE,REAPPOINT VICTOR BALLI AS MEMBER OF THE COMPENSATION COMMITTEE,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,15,0,6.2.2,P,REAPPOINT INGRID DELTENRE AS MEMBER OF THE COMPENSATION COMMITTEE,REAPPOINT INGRID DELTENRE AS MEMBER OF THE COMPENSATION COMMITTEE,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,16,0,6.2.3,P,REAPPOINT OLIVIER FILLIOL AS MEMBER OF THE COMPENSATION COMMITTEE,REAPPOINT OLIVIER FILLIOL AS MEMBER OF THE COMPENSATION COMMITTEE,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,17,0,6.3,P,DESIGNATE MANUEL ISLER AS INDEPENDENT PROXY,DESIGNATE MANUEL ISLER AS INDEPENDENT PROXY,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,18,0,6.4,P,RATIFY KPMG AG AS AUDITORS,RATIFY KPMG AG AS AUDITORS,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,19,0,7.1,P,APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF CHF 3 MILLION,APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF CHF 3 MILLION,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,20,0,7.2.1,P,APPROVE SHORT TERM VARIABLE REMUNERATION OF EXECUTIVE COMMITTEE IN THE AMOUNT OF CHF 4.4 MILLION,APPROVE SHORT TERM VARIABLE REMUNERATION OF EXECUTIVE COMMITTEE IN THE AMOUNT OF CHF 4.4 MILLION,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,21,0,7.2.2,P,APPROVE FIXED AND LONG TERM VARIABLE REMUNERATION OF EXECUTIVE COMMITTEE IN   THE AMOUNT OF CHF 15.6 MILLION,APPROVE FIXED AND LONG TERM VARIABLE REMUNERATION OF EXECUTIVE COMMITTEE IN   THE AMOUNT OF CHF 15.6 MILLION,NULL,NULL,3/4/2024 8:19,NULL
Givaudan SA,3/21/2024 10:30,A,CH        ,22,0,8,P,TRANSACT OTHER BUSINESS,TRANSACT OTHER BUSINESS,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,2,0,1,P,RECEIPT OF THE 2023 ANNUAL REPORT,RECEIPT OF THE 2023 ANNUAL REPORT,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,3,0,2,P,APPROVAL OF THE REMUNERATION POLICY,APPROVAL OF THE REMUNERATION POLICY,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,4,0,3,P,APPROVAL OF THE DIRECTORS REMUNERATION REPORT: IMPLEMENTATION REPORT,APPROVAL OF THE DIRECTORS REMUNERATION REPORT: IMPLEMENTATION REPORT,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,5,0,4,P,APPROVAL OF THE DIRECTORS REMUNERATION REPORT,APPROVAL OF THE DIRECTORS REMUNERATION REPORT,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,6,0,5,P,INCREASE TO NON-EXECUTIVE DIRECTORS FEE CAP,INCREASE TO NON-EXECUTIVE DIRECTORS FEE CAP,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,7,0,6,P,TO ELECT DEAN DALLA VALLE AS A DIRECTOR,TO ELECT DEAN DALLA VALLE AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,8,0,7,P,TO ELECT SUSAN LLOYD-HURWITZ AS A DIRECTOR,TO ELECT SUSAN LLOYD-HURWITZ AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,9,0,8,P,TO ELECT MARTINA MERZ AS A DIRECTOR,TO ELECT MARTINA MERZ AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,10,0,9,P,TO ELECT JOC O ROURKE AS A DIRECTOR,TO ELECT JOC O ROURKE AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,11,0,10,P,TO RE-ELECT DOMINIC BARTON BBM AS A DIRECTOR,TO RE-ELECT DOMINIC BARTON BBM AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,12,0,11,P,TO RE-ELECT PETER CUNNINGHAM AS A DIRECTOR,TO RE-ELECT PETER CUNNINGHAM AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,13,0,12,P,TO RE-ELECT SIMON HENRY AS A DIRECTOR,TO RE-ELECT SIMON HENRY AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,14,0,13,P,TO RE-ELECT KAISA HIETALA AS A DIRECTOR,TO RE-ELECT KAISA HIETALA AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,15,0,14,P,TO RE-ELECT SAM LAIDLAW AS A DIRECTOR,TO RE-ELECT SAM LAIDLAW AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,16,0,15,P,TO RE-ELECT JENNIFER NASON AS A DIRECTOR,TO RE-ELECT JENNIFER NASON AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,17,0,16,P,TO RE-ELECT JAKOB STAUSHOLM AS A DIRECTOR,TO RE-ELECT JAKOB STAUSHOLM AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,18,0,17,P,TO RE-ELECT NGAIRE WOODS CBE AS A DIRECTOR,TO RE-ELECT NGAIRE WOODS CBE AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,19,0,18,P,TO RE-ELECT BEN WYATT AS A DIRECTOR,TO RE-ELECT BEN WYATT AS A DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,20,0,19,P,RE-APPOINTMENT OF AUDITORS,RE-APPOINTMENT OF AUDITORS,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,21,0,20,P,REMUNERATION OF AUDITORS: KPMG LLP,REMUNERATION OF AUDITORS: KPMG LLP,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,22,0,21,P,AUTHORITY TO MAKE POLITICAL DONATIONS,AUTHORITY TO MAKE POLITICAL DONATIONS,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,23,0,22,P,AMENDMENTS TO RIO TINTO LIMITEDS CONSTITUTION - APPROVAL OF AMENDMENTS THAT   CONSTITUTE CLASS RIGHTS ACTIONS,AMENDMENTS TO RIO TINTO LIMITEDS CONSTITUTION - APPROVAL OF AMENDMENTS THAT   CONSTITUTE CLASS RIGHTS ACTIONS,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,24,0,23,P,AMENDMENTS TO RIO TINTO LIMITEDS CONSTITUTION - GENERAL UPDATES AND CHANGES,AMENDMENTS TO RIO TINTO LIMITEDS CONSTITUTION - GENERAL UPDATES AND CHANGES,NULL,NULL,3/4/2024 8:19,NULL
RIO Tinto Ltd.,5/2/2024 9:30,A,AU        ,25,0,24,P,RENEWAL OF ON-MARKET SHARE BUY-BACK AUTHORITY,RENEWAL OF ON-MARKET SHARE BUY-BACK AUTHORITY,NULL,NULL,3/4/2024 8:19,NULL
JT Corp,3/29/2024 8:00,A,KR        ,1,0,1,P,APPROVAL OF FINANCIAL STATEMENTS,APPROVAL OF FINANCIAL STATEMENTS,NULL,NULL,3/4/2024 8:19,NULL
JT Corp,3/29/2024 8:00,A,KR        ,2,0,2,P,APPROVAL OF REMUNERATION FOR DIRECTOR,APPROVAL OF REMUNERATION FOR DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Lyxor International AM,3/11/2024 11:00,S,FR        ,6,0,1,P,APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,NULL,NULL,3/4/2024 8:19,NULL
Lyxor International AM,3/11/2024 11:00,S,FR        ,7,0,2,P,APPROVE MERGER BY ABSORPTION OF AMUNDI FTSE ITALIA ALL CAP PIR 2020 UCITS ETF OF SICAV MULTI UNITS LUXEMBOURG BY AMUNDI FTSE ITALIA PMI PIR 2020 UCITS ETF  OF SICAV MULTI UNITS FRANCE,APPROVE MERGER BY ABSORPTION OF AMUNDI FTSE ITALIA ALL CAP PIR 2020 UCITS ETF OF SICAV MULTI UNITS LUXEMBOURG BY AMUNDI FTSE ITALIA PMI PIR 2020 UCITS ETF  OF SICAV MULTI UNITS FRANCE,NULL,NULL,3/4/2024 8:19,NULL
Lyxor International AM,3/11/2024 11:00,S,FR        ,8,0,3,P,AUTHORIZE FILING OF REQUIRED DOCUMENTS/OTHER FORMALITIES,AUTHORIZE FILING OF REQUIRED DOCUMENTS/OTHER FORMALITIES,NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,1,0,I,P,"REPORT OF THE CHIEF EXECUTIVE OFFICER, WHICH INCLUDES THE FINANCIAL           STATEMENTS FOR THE YEAR 2023; THE OPINION OF THE BOARD OF DIRECTORS OF THE    COMPANY ON THE CONTENT OF THE CHIEF EXECUTIVE OFFICER S REPORT; REPORT OF THE BOARD OF DIRECTORS CONTAINING THE MAIN ACCOUNTING AND INFORMATION POLICIES    AND CRITERIA FOLLOWED IN THE PREPARATION OF THE COMPANY S FINANCIAL           INFORMATION, AS WELL AS THE REPORT ON THE OPERATIONS AND ACTIVITIES IN WHICH  IT PARTICIPATED DURING THE YEAR ","REPORT OF THE CHIEF EXECUTIVE OFFICER, WHICH INCLUDES THE FINANCIAL           STATEMENTS FOR THE YEAR 2023; THE OPINION OF THE BOARD OF DIRECTORS OF THE    COMPANY ON THE CONTENT OF THE CHIEF EXECUTIVE OFFICER S REPORT; REPORT OF THE BOARD OF DIRECTORS CONTAINING THE MAIN ACCOUNTING AND INFORMATION POLICIES    AND CRITERIA FOLLOWED IN THE PREPARATION OF THE COMPANY S FINANCIAL           INFORMATION, AS WELL AS THE REPORT ON THE OPERATIONS AND ACTIVITIES IN WHICH  IT PARTICIPATED DURING THE YEAR 2023; AND REPORTS OF EACH OF THE CHAIRMEN OF  THE COMPANY S AUDIT AND CORPORATE PRACTICES COMMITTEES",NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,2,0,II,P,"APPLICATION OF THE RESULTS FOR THE YEAR 2023 OF THE COMPANY, INCLUDING THE    DECLARATION AND PAYMENT OF CASH DIVIDENDS IN LOCAL CURRENCY","APPLICATION OF THE RESULTS FOR THE YEAR 2023 OF THE COMPANY, INCLUDING THE    DECLARATION AND PAYMENT OF CASH DIVIDENDS IN LOCAL CURRENCY",NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,3,0,III,P,DETERMINATION OF THE MAXIMUM AMOUNT TO BE ALLOCATED FOR THE COMPANY S STOCK   REPURCHASE FUND,DETERMINATION OF THE MAXIMUM AMOUNT TO BE ALLOCATED FOR THE COMPANY S STOCK   REPURCHASE FUND,NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,17,0,IV.N,P,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: VICTOR ALBERTO TIBURCIO      CELORIO AS SERIES  L  DIRECTOR,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: VICTOR ALBERTO TIBURCIO      CELORIO AS SERIES  L  DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,18,0,IV.O,P,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: OLGA GONZALEZ APONTE AS      SERIES  L  DIRECTOR,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: OLGA GONZALEZ APONTE AS      SERIES  L  DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,19,0,IV.P,P,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: AMY ESCHLIMAN AS SERIES  L   DIRECTOR,ELECTION OF THE MEMBER OF THE BOARD OF DIRECTOR: AMY ESCHLIMAN AS SERIES  L   DIRECTOR,NULL,NULL,3/4/2024 8:19,NULL
Coca-Cola Femsa S.A.B. DE C.V.,3/19/2024 12:00,A,MX        ,20,0,V,P,"DETERMINATION OF THE COMPENSATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,   THEIR INDEPENDENCE QUALIFICATION, AND ELECTION OF THE POSITIONS OF CHAIRMAN   AND SECRETARIES OF THE BOARD OF DIRECTORS","DETERMINATION OF THE COMPENSATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,   THEIR INDEPENDENCE QUALIFICATION, AND ELECTION OF THE POSITIONS OF CHAIRMAN   AND SECRETARIES OF THE BOARD OF DIRECTORS",NULL,NULL,3/4/2024 8:19,NULL
